ID,Name,Description,Concepticon_ID,glosses,count_datasets,count_variables
1100,COOK (SOMETHING),To prepare a meal or a single dish.,1100,"{""english"": [""$cook"", ""cook"", ""cook (rice)"", ""cook (something)"", ""cook (tr)"", ""cook (v)"", ""cook (v.)"", ""cook (vb.)"", ""cook (vt)"", ""cook / boil (rice)"", ""cook food "", ""cook*"", ""cook, decoct \u716e,"", ""cook/boil"", ""cook; boil"", ""cooking"", ""steam (yams)"", ""to boil, cook"", ""to cook"", ""to cook (a. general term; if no general term then b. boil food)"", ""to cook (prepare food)"", ""to cook (rice)"", ""to cook rice"", ""to cook/boil""], ""chinese"": [""\u70f9\u996a"", ""\u716e"", ""\u716e(\u996d)"", ""\u716e\uff08\u6d0b\u828b\uff09"", ""\u716e\uff08\u83dc\uff1b\u901a\u79f0\uff09"", ""\u71ac""], ""german"": [""kochen"", ""zubereiten""], ""russian"": [""\u0432\u0430\u0440\u0438\u0442\u044c"", ""\u0433\u043e\u0442\u043e\u0432\u0438\u0442\u044c"", ""\u043f\u0440\u0438\u0433\u043e\u0442\u043e\u0432\u0438\u0442\u044c""], ""french"": [""(faire) cuire, cuisiner"", ""cuire"", ""cuire (pr\u00e9parer"", ""cuisiner""], ""portuguese"": [""cozinhar""], ""spanish"": [""cocinar""]}",55,363
1102,CLIMB,"To mount to a high or little accessible place using feet and hands, e.g. a tree, a mountain or a ladder.",1102,"{""english"": [""*climb"", ""climb"", ""climb (1st)"", ""climb (a mountain)"", ""climb (to)"", ""climb up (a tree)"", ""to climb"", ""to climb (a tree)"", ""to climb (a. ladder, b. mountain)""], ""chinese"": [""\u6500(\u6811)"", ""\u722c"", ""\u722c(~\u5c71)"", ""\u722c(\u4e0a)"", ""\u722c\u4e0a(\u6811)"", ""\u722c\uff08\u6811\uff09"", ""\u722c\uff08\u722c\u5c71\uff09""], ""german"": [""besteigen"", ""klettern"", ""steigen""], ""russian"": [""\u043b\u0430\u0437\u0430\u0442\u044c"", ""\u043b\u0430\u0437\u0438\u0442\u044c"", ""\u043b\u0435\u0437\u0442\u044c"", ""\u043f\u043e\u0434\u043d\u0438\u043c\u0430\u0442\u044c\u0441\u044f, \u0432\u0437\u0431\u0438\u0440\u0430\u0442\u044c\u0441\u044f""], ""french"": [""grimper""], ""portuguese"": [""trepar""], ""spanish"": [""escalar"", ""subir"", ""trepar""]}",53,334
1103,SACRIFICE,Something surrendered or lost in order to gain an objective.,1103,"{""english"": [""make offerings to the dead"", ""offering"", ""offering; sacrifice (sb.)"", ""sacrifice"", ""sacrifice, offering"", ""the sacrifice"", ""to sacrifice (relig.)""], ""french"": [""sacrifice"", ""sacrifice, offrande""], ""portuguese"": [""sacrif\u00edcio, oferenda""], ""russian"": [""\u0436\u0435\u0440\u0442\u0432\u0430""], ""spanish"": [""ofrenda""], ""german"": [""opfer""]}",35,195
1104,NURSE,A person trained to provide care for the sick.,1104,"{""english"": [""child's nurse"", ""nurse"", ""the nurse""], ""chinese"": [""\u4fdd\u59c6"", ""\u62a4\u58eb""], ""french"": [""infirmier""], ""russian"": [""\u043c\u0435\u0434\u0431\u0440\u0430\u0442""], ""spanish"": [""enfermera""]}",51,305
1105,CAMP,"Tents, cabins, etc., used as temporary lodgings by a group of travellers, holiday-makers, Scouts, Gypsies, etc.",1105,"{""english"": [""camp"", ""camp, encampment"", ""the camp""], ""french"": [""campement""], ""german"": [""lager""], ""chinese"": [""\u8425\u5730""], ""russian"": [""\u043b\u0430\u0433\u0435\u0440\u044c""], ""spanish"": [""campamento""]}",43,219
1107,GO OUT,To move out of or depart from.,1107,"{""english"": [""come (or go) out, exit (v)"", ""come (or go) out, exit (v.)"", ""come out"", ""exit"", ""go out"", ""going out"", ""out"", ""to come out"", ""to exit"", ""to go out"", ""to go outside""], ""chinese"": [""\u51fa"", ""\u51fa (\u51fa\u53bb)"", ""\u51fa(\u51fa\u53bb)"", ""\u51fa\uff08\u51fa\u53bb\uff09"", ""\u51fa\uff08\u5c0f\u9e21\u4ece\u9e21\u86cb\u91cc\u51fa\u6765\uff09""], ""french"": [""sortir""], ""portuguese"": [""sair""], ""russian"": [""\u0432\u044b\u0445\u043e\u0434\u0438\u0442\u044c""], ""spanish"": [""salir""], ""german"": [""herauskommen"", ""hinausgehn""]}",42,223
1108,UNCOVER,To uncover; to show and display that which was hidden.,1108,"{""english"": [""open (lid)"", ""uncover"", ""uncover, reveal""], ""chinese"": [""\u63ed""], ""french"": [""d\u00e9couvrir""]}",21,136
1109,WOUND,"A type of injury in which in skin or tisue is torn, cut,  punctured or otherwise hurt.",1109,"{""english"": [""a wound"", ""scar"", ""sore/wound"", ""sore; wound"", ""the wound or sore"", ""wound"", ""wound (n.)"", ""wound or sore"", ""wound, sore"", ""wounds""], ""chinese"": [""\u4f24\u53e3""], ""german"": [""wunde""], ""russian"": [""\u0440\u0430\u043d\u0430"", ""\u0440\u0430\u043d\u0430, \u044f\u0437\u0432\u0430"", ""\u0440\u0430\u043d\u0435\u043d\u0438\u0435""], ""french"": [""blessure, plaie"", ""plaie"", ""plaie, blessure""], ""portuguese"": [""ferida"", ""ferida, chaga""], ""spanish"": [""herida, llaga""]}",44,285
1110,SHARK,A scaleless fish with a cartilaginous skeleton that has 5 to 7 gill slits on each side of its head.,1110,"{""english"": [""shark"", ""shark (generic)"", ""the shark""], ""french"": [""requin""], ""portuguese"": [""tubar\u00e3o""], ""russian"": [""\u0430\u043a\u0443\u043b\u0430""], ""spanish"": [""tibur\u00f3n""], ""german"": [""haifisch""]}",46,257
1111,CAR,"A four-wheeled motor vehicle used for land transport, usually propelled by a gasoline or diesel internal combustion engine.",1111,"{""chinese"": [""\u6c7d\u8eca"", ""\u6c7d\u8f66"", ""\u6c7d\u8f66 (\u8f66)"", ""\u8f66""], ""english"": [""car"", ""the car""], ""german"": [""auto""], ""russian"": [""\u0430\u0432\u0442\u043e\u043c\u043e\u0431\u0438\u043b\u044c"", ""\u0430\u0432\u0442\u043e\u043c\u043e\u0431\u0438\u043b\u044c (\u043c\u0430\u0448\u0438\u043d\u0430)"", ""\u043c\u0430\u0448\u0438\u043d\u0430""], ""spanish"": [""coche""], ""french"": [""voiture""]}",68,451
1112,SUCCEED,To attain a desired goal.,1112,"{""english"": [""accomplish / succeed"", ""succeed"", ""to succeed""], ""chinese"": [""\u5b8c\u6210"", ""\u6210\u529f""], ""german"": [""gelingen""], ""russian"": [""\u043f\u0440\u0435\u0443\u0441\u043f\u0435\u0432\u0430\u0442\u044c"", ""\u0443\u0434\u0430\u0442\u044c\u0441\u044f""], ""french"": [""r\u00e9ussir""], ""spanish"": [""tener \u00e9xito""]}",34,199
1113,WRAP,To surround on all sides.,1113,"{""chinese"": [""\u5305"", ""\u5305(~\u836f)"", ""\u7f20""], ""english"": [""to wrap"", ""wind (vb.); wrap"", ""wind it (v)"", ""wind, wrap"", ""wrap"", ""wrap it (v)"", ""wrap things"", ""wrap up""], ""german"": [""einh\u00fcllen"", ""einwickeln"", ""umh\u00fcllen""], ""russian"": [""\u0437\u0430\u0432\u0435\u0440\u043d\u0443\u0442\u044c"", ""\u043e\u0431\u0435\u0440\u0442\u044b\u0432\u0430\u0442\u044c""], ""french"": [""enrouler, envelopper"", ""enveloper""], ""portuguese"": [""envolver, enrolar""], ""spanish"": [""enrollar, envolver""]}",34,190
1114,BULLET,"A projectile, usually of metal, shot from a gun at high speed.",1114,"{""english"": [""bullet""], ""chinese"": [""\u5b50\u5f39""], ""spanish"": [""bala""], ""german"": [""geschoss"", ""kugel""], ""russian"": [""\u043f\u0443\u043b\u044f""]}",40,229
1115,SPEECH,"An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose. (Source: RHW)",1115,"{""chinese"": [""\u6f14\u8bb2"", ""\u8a00"", ""\u8bdd""], ""english"": [""speech"", ""speech (make a)"", ""speech / words"", ""speech, discourse"", ""talk (itr)"", ""the speech"", ""word,speech""], ""german"": [""rede""], ""russian"": [""\u0440\u0435\u0447\u044c"", ""\u0440\u0435\u0447\u044c (\u0441\u0434\u0435\u043b\u0430\u0442\u044c)"", ""\u0440\u0463\u0447\u044a""], ""french"": [""discours"", ""discours (faire une)"", ""di\u00dfcour""], ""portuguese"": [""discursar""], ""spanish"": [""pronunciar un discurso""]}",46,284
1117,LIKE,"To enjoy, be in favor/favour of.",1117,"{""english"": [""like"", ""like (1st)"", ""like / love"", ""like it (v)"", ""like, love"", ""love; like"", ""to like""], ""chinese"": [""\u559c\u6b22"", ""\u559c\u6b22 (\u559c\u6b22\u5531\u6b4c)"", ""\u559c\u6b22(\u559c\u6b22\u5531\u6b4c)"", ""\u559c\u6b61"", ""\u559c\u7231"", ""\u7231""], ""german"": [""m\u00f6gen""], ""russian"": [""\u043b\u044e\u0431\u0438\u0442\u044c""]}",40,217
1120,HONEST,Not disposed to cheat or defraud.,1120,"{""english"": [""(be) honest"", ""honest"", ""honest /""], ""chinese"": [""\u8001\u5b9e"", ""\u8001\u5be6"", ""\u8bda\u5b9e""], ""french"": [""(\u00eatre) honn\u00eate"", ""honn\u00eate""], ""german"": [""ehrlich""], ""russian"": [""\u0447\u0435\u0441\u0442\u043d\u044b\u0439""], ""spanish"": [""honesto""]}",50,322
1121,SECRET,Being or kept hidden from public perception.,1121,"{""english"": [""secret"", ""secret (adj.)"", ""secret,""], ""chinese"": [""\u4fdd\u5bc6""], ""french"": [""secret""], ""portuguese"": [""segredo""], ""russian"": [""\u0441\u0435\u043a\u0440\u0435\u0442""], ""spanish"": [""secreto""]}",43,261
1125,BALD,Without hair on the head.,1125,"{""english"": [""(be) bald"", ""bald"", ""bald / bare"", ""light-coloured, yellowish, pale, (partly) bald"", ""to be bald""], ""chinese"": [""\u79bf"", ""\u79c3""], ""french"": [""(\u00eatre) chauve"", ""chauve""], ""portuguese"": [""calvo""], ""russian"": [""\u043b\u044b\u0441\u044b\u0439""], ""spanish"": [""calvo""], ""german"": [""kahl""]}",42,220
1128,ORDER,"To order someone or several persons by a superior authority to do something, or to arrange something in a tidy manner.",1128,"{""english"": [""order"", ""order (someone to do something)"", ""order, direct"", ""to order""], ""french"": [""commander, ordonner (\u00e0 qqn de faire qqch)""], ""chinese"": [""\u987a\u5e8f""], ""german"": [""befehlen"", ""ordern""]}",34,187
1129,PAINFUL,"Full of pain; causing uneasiness or distress, either physical or mental.",1129,"{""english"": [""hurt"", ""hurting"", ""pain / ache"", ""painful"", ""painful, sore""], ""chinese"": [""\u75bc"", ""\u75bc [b = tengtong]"", ""\u75db""], ""french"": [""douloureux""], ""german"": [""schmerzhaft""]}",33,209
113,SHORE,"The margin or shore of a river, lake, or ocean.",113,"{""english"": [""bank (of river); beach; coast; shore; strand (shore)"", ""beach"", ""shore"", ""shore, bank"", ""the shore""], ""french"": [""plage"", ""rivage, c\u00f4te, littoral"", ""rive""], ""portuguese"": [""margem, costa, praia""], ""russian"": [""\u0431\u0435\u0440\u0435\u0433"", ""\u0431\u0435\u0440\u0435\u0433, \u043f\u043e\u0431\u0435\u0440\u0435\u0436\u044c\u0435""], ""spanish"": [""litoral"", ""ribera, playa, costa""], ""chinese"": [""\u6ee8""]}",43,230
1132,BEAM,"A structural member loaded on its narrow face, and typically used in a horizontal or sloping position to span between bearing points.",1132,"{""english"": [""beam"", ""beam (of a house)"", ""beam (of building)"", ""beam, rafter"", ""the beam""], ""chinese"": [""\u623f\u6881"", ""\u6881"", ""\u6881(\u4e3b)"", ""\u6881(\u5c0f)"", ""\u6881(\u693d\u5b50)"", ""\u6a2a\u6881 [b = \u6881]""], ""russian"": [""\u0431\u0430\u043b\u043a\u0430, \u043f\u0435\u0440\u0435\u043a\u043b\u0430\u0434\u0438\u043d\u0430"", ""\u043b\u0443\u0447\u044a"", ""\u043b\u0443\u0447\u044c""], ""german"": [""strahl""], ""french"": [""poutre"", ""rayon""], ""portuguese"": [""viga, trave""], ""spanish"": [""viga""]}",37,200
1133,MATCH,A stick with inflammable substance on one end that can be set on fire by friction.,1133,"{""english"": [""match"", ""match (for lighting)"", ""match (friction)"", ""match (noun)"", ""match, harmonise"", ""matches"", ""the match""], ""chinese"": [""\u706b\u67f4""], ""french"": [""allumette"", ""allumette ""], ""portuguese"": [""f\u00f3sforo""], ""russian"": [""\u0441\u043f\u0438\u0447\u043a\u0430""], ""spanish"": [""cerilla"", ""f\u00f3sforo, cerilla""], ""german"": [""streichholz"", ""z\u00fcndholz""]}",51,333
1134,DIVORCE,Legal dissolution of a marriage.,1134,"{""english"": [""divorce"", ""the divorce""], ""french"": [""divorce""], ""portuguese"": [""div\u00f3rcio""], ""russian"": [""\u0440\u0430\u0437\u0432\u043e\u0434""], ""spanish"": [""divorcio""], ""german"": [""scheidung""]}",40,216
1135,KICK,To strike somebody or something with the foot.,1135,"{""english"": [""kick"", ""kick (1st)"", ""kick (v)"", ""to kick""], ""chinese"": [""\u8e22"", ""\u8e22\uff08\u5982\u7528\u529b\u8e22\u5f00\u95e8\uff09""], ""german"": [""kicken"", ""treten""], ""russian"": [""\u043f\u0438\u043d\u0430\u0442\u044c"", ""\u043f\u043d\u0443\u0442\u044c"", ""\u0443\u0434\u0430\u0440\u0438\u0442\u044c""], ""french"": [""donner un coup de pied"", ""frapper""], ""portuguese"": [""dar um pontap\u00e9, chutar""], ""spanish"": [""chutar"", ""patear""]}",54,388
1136,RABBIT,"One of several small mammals of the family Leporidae, with long ears, long hind legs and a short, fluffy tail.",1136,"{""english"": [""*rabbit"", ""rabbit"", ""the rabbit""], ""chinese"": [""\u5154\u5b50""], ""french"": [""lapin""], ""portuguese"": [""coelho""], ""russian"": [""\u043a\u0440\u043e\u043b\u0438\u043a""], ""spanish"": [""conejo""], ""german"": [""hase""]}",63,455
1141,PITY,"Deep awareness of the suffering of another, coupled with the wish to relieve it.",1141,"{""english"": [""pity"", ""pity (n)"", ""pity (sb.)"", ""the pity"", ""to feel pity""], ""french"": [""piti\u00e9"", ""piti\u00e9, compassion""], ""portuguese"": [""pena, compaix\u00e3o""], ""russian"": [""\u0436\u0430\u043b\u043e\u0441\u0442\u044c""], ""spanish"": [""compasi\u00f3n, l\u00e1stima""]}",45,272
1142,URINE,"Liquid excrement consisting of water, salts and urea, which is made in the kidneys, stored in the bladder, then released through the urethra.",1142,"{""english"": [""urine""], ""chinese"": [""\u5c3f"", ""\u5c3f\u6c34""], ""french"": [""urine""], ""german"": [""harn"", ""urin""], ""spanish"": [""orina""], ""russian"": [""\u043c\u043e\u0447\u0430""]}",42,244
1143,OVEN,"An enclosed heated compartment usually lined with a refractory material used for baking or drying substances, firing ceramics, heat-treating, etc.",1143,"{""english"": [""hearth"", ""oven"", ""the oven""], ""french"": [""four""], ""portuguese"": [""forno""], ""russian"": [""\u043f\u0435\u0447\u044c (\u0434\u0443\u0445\u043e\u0432\u043a\u0430)""], ""spanish"": [""horno""]}",45,260
1144,WITNESS,Someone who has a personal knowledge of something.,1144,"{""english"": [""the witness"", ""witness"", ""witness (sb.)""], ""french"": [""t\u00e9moin""], ""portuguese"": [""testemunha""], ""russian"": [""\u0441\u0432\u0438\u0434\u0435\u0442\u0435\u043b\u044c""], ""spanish"": [""testigo""]}",31,157
1147,PURE,Free from contaminants or extraneous elements.,1147,"{""chinese"": [""\u6e05"", ""\u6e05(\u6c34)"", ""\u7d14"", ""\u7eaf""], ""english"": [""clear (of water)"", ""clear (water)"", ""pure"", ""virgin, pure""], ""french"": [""pur""], ""german"": [""rein""], ""russian"": [""\u0447\u0438\u0441\u0442\u044b\u0439""], ""spanish"": [""puro""]}",45,240
1155,CAVE,"1) An underground hollow with access from the ground surface or from the sea, often found in limestone areas and on rocky coastlines.2) A natural cavity, chamber or recess which leads beneath the surface of the earth, generally in a horizontal or obliquely inclined direction. It may be in the form of a passage or a gallery, its shape depending in part on the joint pattern or structure of the rock and partly on the type of process involved in its excavation. Thus, caves worn by subterranean rivers may be different in character from, and of considerably greater extent than, a sea-cave eroded by marine waves.3) A natural underground open space, generally with a connection to the surface and large enough for a person to enter. The most common type of cave is formed in a limestone by dissolution. (Source: CED /  WHIT /  BJGEO)",1155,"{""english"": [""cave"", ""cave (mountain)"", ""cavity, hollow"", ""concave; hollow"", ""the cave""], ""chinese"": [""(\u5c71)\u6d1e"", ""\u5c71\u6d1e"", ""\u6d1e"", ""\u6d1e\uff08\u5c71\u6d1e\uff09""], ""german"": [""hoehle"", ""h\u00f6hle""], ""russian"": [""\u043f\u0435\u0449\u0435\u0440\u0430""], ""french"": [""antre"", ""grotte"", ""grotte, caverne""], ""portuguese"": [""caverna, gruta""], ""spanish"": [""cueva""]}",46,243
1156,OPEN,"To make the inside something accessible by moving an obstacle aside (e.g. a door or covering), or to move said obstacle.",1156,"{""english"": [""*open/uncover"", ""open"", ""open (door)"", ""open (door, lock) (note:unlock)"", ""open (the door)"", ""open (to)"", ""open (tr)"", ""open (tr.)"", ""open (v)"", ""open (v.)"", ""open (vb.)"", ""open (vt)"", ""open, to"", ""open/uncover"", ""to open"", ""to open (door)"", ""to open (tr.)"", ""to open, uncover""], ""chinese"": [""\u5f00"", ""\u5f00 (\u5f00\u95e8)"", ""\u5f00(\u5f00\u95e8)"", ""\u5f00(\u95e8)"", ""\u5f00\uff08\u95e8\uff09"", ""\u6253\u5f00"", ""\u6253\u5f00 (~(\u95e8,\u9501))"", ""\u958b""], ""german"": [""oeffnen"", ""\u00f6ffnen""], ""russian"": [""\u043e\u0442\u043a\u0440\u044b\u0432\u0430\u0442\u044c"", ""\u043e\u0442\u043a\u0440\u044b\u0442\u044c""], ""french"": [""ouvrir"", ""ouvrir (une porte)""], ""portuguese"": [""abrir"", ""abrir, aberto""], ""spanish"": [""abrir""]}",57,354
1158,STEP,A flat surface or support that facilitates the ascent or descent of a stairway or step-ladder.,1158,"{""english"": [""flight of steps"", ""step"", ""step (n.)"", ""step (of a staircase, step-ladder)""], ""chinese"": [""\u53f0\u9636"", ""\u6b65"", ""\u81fa\u968e""], ""spanish"": [""paso""], ""russian"": [""\u0448\u0430\u0433""]}",29,145
1161,THREAD,"A long, thin and flexible form of material, generally with a round cross-section, used in sewing, weaving or in the construction of string.",1161,"{""english"": [""cotton thread"", ""the thread"", ""thread"", ""thread (in general)"", ""thread (n)"", ""thread (n.)""], ""chinese"": [""\u7dab"", ""\u7ebf"", ""\u7ebf (\u7f1d\u8863\u7528\u7684)"", ""\u7ebf(\u7f1d\u8863\u7528\u7684)""], ""german"": [""faden""], ""russian"": [""\u043d\u0438\u0442\u043a\u0430"", ""\u043d\u0438\u0442\u044c""], ""french"": [""fil""], ""portuguese"": [""linha, fio""], ""spanish"": [""hilo""]}",53,307
1162,INTENTION,An anticipated outcome that is intended to obtain or that guides your planned actions.,1162,"{""english"": [""intention"", ""intention, purpose"", ""intention; purpose"", ""the intention""], ""french"": [""but"", ""intention""], ""portuguese"": [""inten\u00e7\u00e3o""], ""russian"": [""\u0437\u0430\u043c\u044b\u0441\u0435\u043b"", ""\u043d\u0430\u043c\u0435\u0440\u0435\u043d\u0438\u0435"", ""\u043d\u0430\u043c\u0435\u0440\u0435\u043d\u0438\u0435, \u0446\u0435\u043b\u044c""], ""spanish"": [""intenci\u00f3n"", ""prop\u00f3sito""], ""chinese"": [""\u610f\u5411"", ""\u610f\u56fe""]}",43,284
117,IMITATE,To follow as a model or a pattern.,117,"{""english"": [""imitate"", ""imitate (v)"", ""mock (to)"", ""to imitate""], ""french"": [""imiter""], ""portuguese"": [""imitar""], ""russian"": [""\u0438\u043c\u0438\u0442\u0438\u0440\u043e\u0432\u0430\u0442\u044c"", ""\u043f\u043e\u0434\u0440\u0430\u0436\u0430\u0442\u044c (\u0438\u043c\u0438\u0442\u0438\u0440\u043e\u0432\u0430\u0442\u044c)""], ""spanish"": [""imitar""], ""chinese"": [""\u6a21\u4eff""]}",40,236
1171,MIRROR,"A smooth surface, usually made of glass with reflective material painted on the underside, that reflects light so as to give an image of what is in front of it.",1171,"{""chinese"": [""\u955c\u5b50""], ""english"": [""mirror"", ""the mirror""], ""german"": [""spiegel""], ""russian"": [""\u0437\u0435\u0440\u043a\u0430\u043b\u043e""], ""french"": [""(un) miroir"", ""miroir "", ""miroir, glace""], ""portuguese"": [""espelho""], ""spanish"": [""espejo""]}",60,378
