ID,Dataset_ID,Language_ID,Name,Note,Other,Source,Category,Structure,Rating,Tag,Datatype,valueUrl
StadthagenGonzalez-2018-DiscreteEmotions-SPANISH_ANGER_MEAN,StadthagenGonzalez-2018-DiscreteEmotions,spa,,Mean value for all valid responses a 5-point scale with 1 (not at all) and 5 (extremely) in the emotional category anger.,,,ratings,mean,user,anger,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
StadthagenGonzalez-2018-DiscreteEmotions-SPANISH_FEAR_MEAN,StadthagenGonzalez-2018-DiscreteEmotions,spa,,Mean value for all valid responses a 5-point scale with 1 (not at all) and 5 (extremely) in the emotional category fear.,,,ratings,mean,user,fear,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
StadthagenGonzalez-2018-DiscreteEmotions-SPANISH_SADNESS_MEAN,StadthagenGonzalez-2018-DiscreteEmotions,spa,,Mean value for all valid responses a 5-point scale with 1 (not at all) and 5 (extremely) in the emotional category sadness.,,,ratings,mean,user,sadness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Alonso-2016-AoA-SPANISH_AOA_MEAN,Alonso-2016-AoA,spa,,"Average score of AoA ratings. A predefined age scale was not used, and participants were required to directly enter the number corresponding to a particular age, in years.",,,ratings,mean,user,AoA,"""decimal""",
Alonso-2016-AoA-SPANISH_AOA_MIN,Alonso-2016-AoA,spa,,The minimum age of acquisition indicated by participants.,minimum,,ratings,numeric,user,AoA,"""nonNegativeInteger""",
Alonso-2016-AoA-SPANISH_AOA_MAX,Alonso-2016-AoA,spa,,The maximum age of acquisition indicated by participants.,maximum,,ratings,numeric,user,AoA,"""nonNegativeInteger""",
Alonso-2016-AoA-SPANISH_AOA_ZSCORE,Alonso-2016-AoA,spa,,The average standardized AoA ratings.,z-score,,ratings,standardized,user,AoA,"""decimal""",
Imbir-2021-Ratings-POLISH_VALENCE_MEAN,Imbir-2021-Ratings,pol,,Mean value of valence ratings on a SAM scale underlaid with a 9-point scale across all participants.,,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_AROUSAL_MEAN,Imbir-2021-Ratings,pol,,Mean value of arousal ratings on a SAM scale underlaid with a 9-point scale across all participants.,,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_DOMINANCE_MEAN,Imbir-2021-Ratings,pol,,Mean value of dominance ratings on a SAM scale underlaid with a 9-point scale across all participants.,,,ratings,mean,user,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_ORIGIN_MEAN,Imbir-2021-Ratings,pol,,Mean value of origin ratings on a SAM scale underlaid with a 9-point scale across all participants.,,,ratings,mean,user,origin,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_SIGNIFICANCE_MEAN,Imbir-2021-Ratings,pol,,Mean value of significance ratings on a SAM scale underlaid with a 9-point scale across all participants.,,,ratings,mean,user,significance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_CONCRETENESS_MEAN,Imbir-2021-Ratings,pol,,Mean value of concreteness ratings on a SAM scale underlaid with a 9-point scale across all participants.,,,ratings,mean,user,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_IMAGEABILITY_MEAN,Imbir-2021-Ratings,pol,,Mean value of imageability ratings on a SAM scale underlaid with a 9-point scale across all participants.,,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_AOA_MEAN,Imbir-2021-Ratings,pol,,Mean value of age-of-acquisition ratings on a SAM scale underlaid with a 3-18 scale across all participants.,,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""3"", ""maximum"": ""18""}",
Imbir-2021-Ratings-POLISH_VALENCE_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of valence ratings on a SAM scale underlaid with a 9-point scale across female participants.,female,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_AROUSAL_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of arousal ratings on a SAM scale underlaid with a 9-point scale across female participants.,female,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_DOMINANCE_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of dominance ratings on a SAM scale underlaid with a 9-point scale across female participants.,female,,ratings,mean,user,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_ORIGIN_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of origin ratings on a SAM scale underlaid with a 9-point scale across female participants.,female,,ratings,mean,user,origin,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_SIGNIFICANCE_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of significance ratings on a SAM scale underlaid with a 9-point scale across female participants.,female,,ratings,mean,user,significance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_CONCRETENESS_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of concreteness ratings on a SAM scale underlaid with a 9-point scale across female participants.,female,,ratings,mean,user,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_IMAGEABILITY_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of imageability ratings on a SAM scale underlaid with a 9-point scale across female participants.,female,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_AOA_MEAN_FEMALE,Imbir-2021-Ratings,pol,,Mean value of age-of-acquisition ratings on a SAM scale underlaid with a 3-18 scale across female participants.,female,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""3"", ""maximum"": ""18""}",
Imbir-2021-Ratings-POLISH_VALENCE_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of valence ratings on a SAM scale underlaid with a 9-point scale across male participants.,male,,ratings,mean,user,valence,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_AROUSAL_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of arousal ratings on a SAM scale underlaid with a 9-point scale across male participants.,male,,ratings,mean,user,arousal,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_DOMINANCE_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of dominance ratings on a SAM scale underlaid with a 9-point scale across male participants.,male,,ratings,mean,user,dominance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_ORIGIN_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of origin ratings on a SAM scale underlaid with a 9-point scale across male participants.,male,,ratings,mean,user,origin,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_SIGNIFICANCE_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of significance ratings on a SAM scale underlaid with a 9-point scale across male participants.,male,,ratings,mean,user,significance,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_CONCRETENESS_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of concreteness ratings on a SAM scale underlaid with a 9-point scale across male participants.,male,,ratings,mean,user,concreteness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_IMAGEABILITY_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of imageability ratings on a SAM scale underlaid with a 9-point scale across male participants.,male,,ratings,mean,user,imageability,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""9""}",
Imbir-2021-Ratings-POLISH_AOA_MEAN_MALE,Imbir-2021-Ratings,pol,,Mean value of age-of-acquisition ratings on a SAM scale underlaid with a 3-18 scale across male participants.,male,,ratings,mean,user,AoA,"{""base"": ""decimal"", ""minimum"": ""3"", ""maximum"": ""18""}",
Ferre-2017-DiscreteEmotions-SPANISH_HAPPINESS_MEAN,Ferre-2017-DiscreteEmotions,spa,,The mean value of the ratings for the discrete emotion happiness on a 5-point scale.,,,ratings,mean,user,happiness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Ferre-2017-DiscreteEmotions-SPANISH_ANGER_MEAN,Ferre-2017-DiscreteEmotions,spa,,The mean value of the ratings for the discrete emotion anger on a 5-point scale.,,,ratings,mean,user,anger,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Ferre-2017-DiscreteEmotions-SPANISH_SADNESS_MEAN,Ferre-2017-DiscreteEmotions,spa,,The mean value of the ratings for the discrete emotion sadness on a 5-point scale.,,,ratings,mean,user,sadness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Ferre-2017-DiscreteEmotions-SPANISH_FEAR_MEAN,Ferre-2017-DiscreteEmotions,spa,,The mean value of the ratings for the discrete emotion fear on a 5-point scale.,,,ratings,mean,user,fear,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Ferre-2017-DiscreteEmotions-SPANISH_DISGUST_MEAN,Ferre-2017-DiscreteEmotions,spa,,The mean value of the ratings for the discrete emotion disgust on a 5-point scale.,,,ratings,mean,user,disgust,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""5""}",
Rzymski-2020-1624-FAMILY_FREQUENCY,Rzymski-2020-1624,eng,,This is the number of times a translation for a given concept occurs across language families.,family,,relations,cardinality,concept lists,polysemy,"""nonNegativeInteger""",
Rzymski-2020-1624-LANGUAGE_FREQUENCY,Rzymski-2020-1624,eng,,This is the number of times a translation for a given concept occurs across language varieties.,language,,relations,cardinality,concept lists,polysemy,"""nonNegativeInteger""",
Rzymski-2020-1624-WORD_FREQUENCY,Rzymski-2020-1624,eng,,This is the number of times a translation for a given concept occurs for a given word.,word,,relations,cardinality,concept lists,polysemy,"""nonNegativeInteger""",
Rzymski-2020-1624-RANK,Rzymski-2020-1624,eng,,This is the rank based on the degree.,rank,,relations,ordinality,concept lists,polysemy,"""nonNegativeInteger""",
Rzymski-2020-1624-COMMUNITY,Rzymski-2020-1624,eng,,This is the community identifier.,community,,relations,numeric,concept lists,polysemy,"""nonNegativeInteger""",
Rzymski-2020-1624-CENTRAL_CONCEPT,Rzymski-2020-1624,eng,,This is the most central node in each of the community clusters in CLICS3.,central concept,,relations,numeric,concept lists,polysemy,"""string""",
Rzymski-2020-1624-DEGREE,Rzymski-2020-1624,eng,,This is the unweighted and weighted degree for each node.,degree,,relations,numeric,concept lists,polysemy,"""nonNegativeInteger""",
Rzymski-2020-1624-WEIGHTED_FAMILY_DEGREE,Rzymski-2020-1624,eng,,This is the weighted degree for each node across language families.,weighted family degree,,relations,numeric,concept lists,polysemy,"""nonNegativeInteger""",
Rzymski-2020-1624-WEIGHTED_LANGUAGE_DEGREE,Rzymski-2020-1624,eng,,This is the weighted degree for each node across language varieties.,weighted language degree,,relations,numeric,concept lists,polysemy,"""nonNegativeInteger""",
Wierzba-2015-DiscreteEmotions-POLISH_HAPPINESS_MEAN,Wierzba-2015-DiscreteEmotions,pol,,Mean value for all valid responses on a 7-point scale in the emotional category happiness.,,,ratings,mean,user,happiness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_ANGER_MEAN,Wierzba-2015-DiscreteEmotions,pol,,Mean value for all valid responses on a 7-point scale in the emotional category anger.,,,ratings,mean,user,anger,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_SADNESS_MEAN,Wierzba-2015-DiscreteEmotions,pol,,Mean value for all valid responses on a 7-point scale in the emotional category sadness.,,,ratings,mean,user,sadness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_FEAR_MEAN,Wierzba-2015-DiscreteEmotions,pol,,Mean value for all valid responses on a 7-point scale in the emotional category fear.,,,ratings,mean,user,fear,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_DISGUST_MEAN,Wierzba-2015-DiscreteEmotions,pol,,Mean value for all valid responses on a 7-point scale in the emotional category disgust.,,,ratings,mean,user,disgust,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_HAPPINESS_MEAN_FEMALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category happiness (only female participants).,female,,ratings,mean,user,happiness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_ANGER_MEAN_FEMALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category anger (only female participants).,female,,ratings,mean,user,anger,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_SADNESS_MEAN_FEMALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category sadness(only female participants).,female,,ratings,mean,user,sadness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_FEAR_MEAN_FEMALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category fear (only female participants).,female,,ratings,mean,user,fear,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_DISGUST_MEAN_FEMALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category disgust (only female participants).,female,,ratings,mean,user,disgust,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_HAPPINESS_MEAN_MALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category happiness (only male participants).,male,,ratings,mean,user,happiness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_ANGER_MEAN_MALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category anger (only male participants).,male,,ratings,mean,user,anger,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_SADNESS_MEAN_MALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category sadness(only male participants).,male,,ratings,mean,user,sadness,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_FEAR_MEAN_MALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category fear (only male participants).,male,,ratings,mean,user,fear,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Wierzba-2015-DiscreteEmotions-POLISH_DISGUST_MEAN_MALE,Wierzba-2015-DiscreteEmotions,pol,,Mean value for ratings on a 7-point scale in the emotional category disgust (only male participants).,male,,ratings,mean,user,disgust,"{""base"": ""decimal"", ""minimum"": ""1"", ""maximum"": ""7""}",
Alonso-2011-OralFrequency-SPANISH_FREQUENCY,Alonso-2011-OralFrequency,spa,,This is the number of times the spoken word appears in the corpus of 10 million words.,,,norms,tokens,corpus,frequency,"{""base"": ""nonNegativeInteger"", ""maximum"": ""10000000""}",
Alonso-2011-OralFrequency-SPANISH_FREQUENCY_PM,Alonso-2011-OralFrequency,spa,,The frequency per million for spoken words.,per million,,norms,normalized,corpus,frequency,"{""base"": ""decimal"", ""maximum"": ""1000000""}",
Alonso-2011-OralFrequency-SPANISH_FREQUENCY_LOG,Alonso-2011-OralFrequency,spa,,The log10 of spoken word frequency.,,,norms,logarithmic,corpus,frequency,"""decimal""",
Lynott-2020-Sensorimotor-ENGLISH_AUDITORY_MEAN,Lynott-2020-Sensorimotor,eng,,Auditory strength: mean rating (0–5) of how strongly the concept is experienced by hearing.,auditory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
Lynott-2020-Sensorimotor-ENGLISH_GUSTATORY_MEAN,Lynott-2020-Sensorimotor,eng,,Gustatory strength: mean rating (0–5) of how strongly the concept is experienced by tasting.,gustatory,,ratings,mean,user,sensory modality,"{""base"": ""decimal"", ""minimum"": ""0"", ""maximum"": ""5""}",
